Daynum,Last,Lblk,Ldr,Lfga,Lfga3,Lfgm,Lfgm3,Lfta,Lftm,Lor,Lpf,Lscore,Lstl,Lto,Numot,Season,Wast,Wblk,Wdr,Wfga,Wfga3,Wfgm,Wfgm3,Wfta,Wftm,Win,Wor,Wpf,Wscore,Wstl,Wto,adv
146,15,3,26,65,19,26,6,19,13,12,26,71,8,15,1,2004,14,3,30,56,16,25,3,34,26,0,11,17,79,13,12,1210
137,14,3,26,46,11,20,1,27,22,8,15,63,5,13,0,2005,17,1,21,55,31,22,8,16,12,0,9,21,64,10,9,1137
137,11,1,25,58,18,26,7,19,14,11,25,73,12,18,0,2006,17,1,24,52,21,23,11,32,20,0,11,17,77,6,16,1133
145,17,6,14,56,8,23,4,11,5,14,19,55,17,21,0,2007,12,3,21,45,17,24,8,18,12,0,10,14,68,15,25,1417
144,11,4,24,53,12,24,3,13,11,13,17,62,7,19,0,2009,17,2,18,59,15,23,5,17,16,0,13,16,67,13,13,1277
138,9,3,24,54,23,24,6,18,13,14,19,67,5,15,0,2010,11,1,19,55,26,22,9,19,16,0,11,16,69,9,9,1320
146,10,6,26,62,21,22,2,28,15,19,20,61,8,14,0,2011,14,1,26,53,25,21,12,22,17,0,9,18,71,7,13,1433
154,9,5,24,62,11,22,5,15,10,11,16,59,6,9,0,2012,12,11,31,56,14,23,6,21,15,0,12,15,67,4,11,1246
144,21,8,28,66,16,36,6,10,7,7,17,85,5,13,1,2013,18,1,24,71,23,35,8,17,9,0,14,12,87,7,10,1276
139,7,2,22,58,16,19,5,18,14,13,22,57,9,14,0,2014,6,4,29,47,9,21,0,26,18,0,8,15,60,10,16,1390
139,8,1,24,57,21,20,6,23,19,14,23,65,8,14,0,2015,13,3,27,51,20,25,10,24,18,0,5,20,78,10,12,1455
145,11,2,26,50,22,23,6,11,7,6,19,59,5,16,0,2016,7,2,23,52,18,21,4,19,18,0,5,16,64,11,9,1437
136,12,4,18,50,12,21,6,27,19,9,24,67,6,11,0,2008,15,1,23,60,16,29,7,26,15,1,21,21,80,7,13,1425
136,8,0,17,55,19,17,5,31,23,19,17,62,2,16,0,2010,12,10,23,61,18,31,7,20,13,1,17,25,82,9,11,1317
138,12,2,20,53,16,21,5,28,25,9,24,72,7,13,0,2010,14,3,24,56,27,23,11,30,27,1,15,20,84,7,15,1140
143,12,4,32,72,28,31,12,29,22,19,28,96,8,16,2,2010,19,11,24,78,19,37,8,29,19,1,16,25,101,5,12,1462
136,10,2,21,50,18,23,6,21,16,8,25,68,2,12,0,2011,14,1,21,54,17,22,5,28,24,1,12,17,73,2,11,1429
136,8,0,21,60,23,22,8,17,12,13,25,64,8,10,0,2012,12,7,26,42,12,21,2,34,26,1,5,18,70,4,11,1379
138,4,1,24,53,13,21,0,16,13,12,23,55,4,13,0,2008,10,0,22,46,22,24,9,24,15,0,4,18,72,3,10,1458
145,8,6,18,57,15,22,5,14,7,11,19,56,11,13,0,2010,9,1,29,46,15,21,7,20,14,0,12,16,63,7,20,1139
138,7,0,22,48,12,22,6,22,15,10,22,65,3,8,0,2011,12,2,20,50,20,21,9,23,19,0,10,18,70,4,5,1458
138,8,0,16,67,17,21,4,19,13,25,20,59,5,14,0,2012,13,8,23,45,9,23,6,29,23,0,9,18,75,6,14,1393
137,12,7,21,57,13,24,4,17,9,15,14,61,6,9,0,2013,12,5,22,49,18,21,7,16,14,0,8,13,63,4,8,1247
137,8,3,19,53,21,19,5,12,6,9,20,49,7,10,0,2014,8,7,27,50,15,19,4,21,14,0,13,11,56,4,15,1246
137,12,1,15,59,22,23,9,13,9,14,19,64,6,10,0,2006,18,7,24,46,14,31,6,15,11,0,4,13,79,4,12,1338
136,9,1,22,59,17,21,5,15,11,12,14,58,10,20,0,2008,16,7,29,57,18,29,6,9,7,0,7,16,71,11,19,1424
137,10,1,18,60,15,22,4,22,16,15,15,64,7,19,0,2003,22,4,25,65,20,40,10,11,5,1,10,17,95,7,13,1237
139,8,2,14,48,14,19,4,16,12,8,19,54,7,16,0,2003,11,3,22,55,13,26,4,18,18,1,13,16,74,4,13,1428
143,9,1,19,45,21,19,8,16,11,7,20,57,7,15,0,2003,9,4,21,49,5,24,1,24,14,1,12,17,63,10,14,1458
137,13,1,17,66,30,30,11,12,5,12,19,76,13,17,0,2004,23,5,29,62,28,35,11,23,15,1,13,15,96,8,17,1197
136,14,1,22,59,18,26,6,11,6,13,20,64,5,17,0,2005,11,4,22,51,11,26,2,26,18,1,9,11,72,9,14,1184
138,10,4,21,61,26,20,7,19,13,16,19,60,4,10,0,2005,16,5,29,49,12,25,7,18,12,1,7,17,69,7,15,1153
144,10,0,16,41,10,17,4,28,14,9,20,52,5,12,0,2005,10,2,21,39,13,24,4,19,10,1,4,25,62,6,14,1428
137,17,7,25,58,24,25,5,17,9,13,20,64,5,10,0,2006,12,3,27,61,25,19,5,30,26,1,20,16,69,2,8,1412
137,8,2,20,55,21,18,7,20,15,10,22,58,5,8,0,2007,12,5,27,44,19,20,5,31,22,1,10,18,67,5,11,1437
136,11,1,25,64,17,23,4,37,21,15,23,71,11,14,0,2010,27,11,33,60,33,31,15,34,23,1,11,24,100,8,14,1190
138,12,3,15,64,15,21,2,26,16,19,17,60,6,11,0,2010,21,6,28,63,21,38,7,17,7,1,14,21,90,6,11,1448
143,8,3,21,48,21,16,5,13,8,7,22,45,6,15,0,2010,15,6,28,50,16,22,2,26,16,1,13,17,62,12,13,1165
136,8,2,20,52,14,24,3,7,6,8,11,57,8,6,0,2011,12,7,20,47,11,24,5,11,6,1,6,8,59,5,9,1343
138,9,2,21,53,19,22,7,16,12,9,23,63,5,11,0,2011,12,6,25,50,18,24,6,24,17,1,9,19,71,1,10,1452
144,7,1,20,58,16,19,6,22,16,16,14,60,6,7,0,2011,11,11,25,48,17,22,6,14,12,1,7,18,62,3,11,1326
146,13,5,25,62,16,27,3,15,12,11,17,69,9,13,0,2011,16,5,25,56,22,27,12,16,10,1,9,13,76,10,14,1314
136,10,2,20,63,15,25,6,16,10,10,19,66,6,10,0,2012,14,9,30,54,10,30,3,25,18,1,9,14,81,2,12,1443
138,7,2,19,61,22,25,3,25,18,12,18,71,6,7,0,2012,19,5,28,56,20,31,10,22,15,1,12,19,87,2,11,1235
144,16,2,19,69,18,36,5,17,13,12,27,90,3,8,0,2012,12,4,24,64,10,31,5,37,35,1,15,18,102,3,6,1231
146,15,5,18,64,14,25,4,19,16,16,32,70,5,14,0,2012,15,9,24,45,9,24,4,44,30,1,8,19,82,9,13,1124
152,7,4,21,69,11,24,4,13,9,19,16,61,5,12,0,2012,9,7,27,49,7,28,2,20,11,1,6,14,69,7,14,1257
154,9,5,24,62,11,22,5,15,10,11,16,59,6,9,0,2012,12,11,31,56,14,23,6,21,15,1,12,15,67,4,11,1242
137,8,3,19,53,21,19,5,12,6,9,20,49,7,10,0,2014,8,7,27,50,15,19,4,21,14,1,13,11,56,4,15,1243
139,14,3,19,49,21,27,10,18,12,4,21,76,6,9,0,2014,11,3,22,50,18,27,8,22,16,1,10,15,78,6,11,1455
144,11,3,18,53,15,26,4,23,13,11,24,69,6,10,0,2014,8,2,22,55,14,24,4,27,22,1,15,19,74,5,12,1257
146,11,1,10,57,18,27,7,14,11,14,14,72,4,7,0,2014,8,6,18,58,11,31,7,11,6,1,17,14,75,2,11,1276
152,11,3,21,50,20,23,8,20,19,6,18,73,4,8,0,2014,9,1,21,58,5,29,2,21,14,1,11,17,74,4,4,1458
136,2,3,25,59,16,17,4,23,18,6,22,56,9,11,0,2015,15,5,38,61,10,28,3,28,20,1,13,18,79,7,13,1214
138,5,6,24,63,14,20,2,14,9,21,22,51,4,14,0,2015,10,9,26,54,15,20,4,28,20,1,12,15,64,7,7,1153
143,7,3,19,54,15,13,2,19,11,13,29,39,4,13,0,2015,13,7,33,50,15,24,4,32,26,1,11,21,78,7,10,1452
145,16,1,15,56,14,26,4,13,10,13,14,66,5,7,0,2015,8,9,19,47,8,25,4,20,14,1,10,12,68,4,11,1323
136,10,3,21,76,13,20,3,18,14,25,14,57,6,14,0,2016,14,15,34,63,13,33,4,17,15,1,10,17,85,9,10,1392
145,14,2,16,64,16,25,4,24,15,20,19,69,10,11,0,2003,21,6,26,55,19,31,10,15,11,0,10,22,83,6,15,1266
139,13,4,21,61,20,27,7,18,14,20,16,75,4,16,0,2004,19,1,15,67,18,30,8,13,8,0,18,19,76,9,12,1412
146,14,3,21,69,19,31,9,23,17,16,25,88,7,11,2,2005,15,3,23,64,19,30,10,30,24,0,17,20,94,6,13,1277
139,15,1,23,62,24,29,8,18,17,11,21,83,7,14,0,2006,16,1,22,62,13,31,4,30,21,0,13,16,87,7,12,1163
139,17,2,17,58,26,24,10,23,18,15,22,76,5,12,0,2007,19,5,21,53,16,30,10,23,18,0,9,21,88,7,11,1242
136,13,5,17,48,20,23,8,17,12,9,22,66,4,12,0,2008,10,3,19,52,13,23,5,29,23,0,15,18,74,5,7,1266
145,10,4,27,67,32,23,4,29,16,24,27,66,6,16,0,2010,14,6,26,52,23,20,10,34,23,0,10,22,73,5,12,1452
152,12,3,22,62,27,21,9,12,4,15,12,55,11,10,0,2011,16,3,32,49,12,23,1,11,9,0,6,13,56,5,15,1163
154,11,5,23,46,16,18,5,24,13,10,10,54,6,13,0,2014,8,4,26,53,19,22,6,10,10,0,8,17,60,9,10,1163
152,7,4,16,54,5,26,3,10,9,6,20,64,5,6,0,2015,10,2,22,48,17,23,7,22,18,0,12,14,71,1,10,1458
138,8,2,24,57,16,24,4,19,15,10,24,67,6,16,0,2016,13,4,24,52,21,25,6,23,17,0,6,22,73,5,13,1231
135,14,1,18,53,18,26,7,18,12,11,13,71,3,10,0,2013,16,1,19,49,21,31,11,12,7,1,3,16,80,4,10,1129
137,12,7,21,57,13,24,4,17,9,15,14,61,6,9,0,2013,12,5,22,49,18,21,7,16,14,1,8,13,63,4,8,1243
139,14,4,22,63,19,30,4,21,10,18,18,74,5,13,0,2013,14,4,21,55,23,27,9,18,13,1,9,19,76,8,12,1279
143,8,2,20,56,18,20,7,16,11,9,13,58,5,9,0,2013,12,8,30,67,12,30,5,9,7,0,17,13,72,4,8,1455
136,15,1,15,55,18,21,4,7,6,10,11,52,2,15,0,2015,22,6,25,57,22,36,11,15,10,0,8,10,93,8,8,1437
135,6,2,21,60,13,20,4,21,15,19,17,59,3,7,0,2012,16,3,25,50,11,25,4,24,17,0,9,19,71,3,5,1436
137,12,3,29,58,26,24,6,23,16,13,26,70,4,13,0,2012,12,1,25,52,18,22,6,37,25,1,9,22,75,7,8,1181
134,12,3,21,61,30,18,7,19,14,21,20,57,7,17,0,2004,11,2,25,63,20,25,6,23,16,0,19,15,72,8,12,1197
136,11,4,20,62,19,25,7,21,17,13,16,74,6,13,0,2010,17,11,27,69,21,38,9,10,5,0,14,18,90,10,14,1242
139,4,5,21,64,22,21,3,20,13,15,20,58,6,8,0,2012,8,6,31,54,15,24,7,21,15,0,12,15,70,2,14,1462
136,15,1,29,51,20,22,6,18,13,7,22,63,7,26,0,2004,16,3,26,60,23,27,8,28,20,0,10,17,82,15,14,1386
134,15,3,24,54,23,23,10,18,16,6,17,72,4,10,0,2013,10,4,27,52,18,27,8,19,11,0,6,19,73,6,8,1299
137,11,3,19,65,21,32,12,14,10,9,23,86,2,13,0,2007,25,4,27,73,27,43,14,30,21,0,16,20,121,11,6,1397
136,13,2,20,65,16,28,4,14,8,16,19,68,6,15,0,2012,19,7,24,50,21,25,7,24,18,0,7,16,75,6,14,1307
137,19,1,23,85,31,31,8,25,17,16,28,87,11,14,0,2011,21,10,42,67,17,34,3,42,31,0,12,19,102,3,18,1314
137,10,4,16,50,17,22,8,23,15,4,10,67,6,12,0,2012,21,0,28,68,9,40,3,9,6,0,15,17,89,6,12,1277
135,11,1,19,59,16,21,3,14,10,16,12,55,7,11,0,2013,17,10,25,56,23,26,8,12,8,0,14,16,68,3,11,1241
137,11,3,21,54,21,24,2,22,14,8,18,64,5,18,0,2003,18,4,29,70,24,35,8,13,8,1,15,22,86,12,12,1122
137,14,0,24,53,12,24,4,18,10,13,21,62,7,18,0,2005,12,2,20,57,22,22,6,27,18,1,16,19,68,5,11,1418
139,11,0,15,53,16,20,6,10,8,7,21,54,7,7,0,2005,10,7,28,42,21,22,10,28,22,1,9,15,76,1,11,1210
143,15,0,20,67,25,28,6,28,17,13,25,79,9,11,0,2005,17,4,34,56,26,31,11,28,20,1,10,18,93,8,17,1449
145,23,2,15,47,27,26,18,19,15,4,19,85,5,14,1,2005,19,4,19,58,28,32,11,29,18,1,15,18,93,8,11,1452
136,10,1,20,51,12,21,3,27,13,17,22,58,2,21,0,2007,12,1,18,51,17,25,7,28,21,1,8,25,78,11,13,1390
137,15,0,20,54,17,26,4,12,5,11,13,61,5,19,0,2008,15,6,20,52,24,29,12,18,9,1,7,17,79,10,16,1129
139,9,3,18,47,18,15,5,19,13,10,18,48,3,16,0,2008,24,3,23,54,17,32,9,15,5,1,10,18,78,7,12,1328
143,12,1,20,56,20,19,5,25,17,8,26,60,11,17,0,2008,14,7,34,50,14,26,4,30,23,1,9,23,79,6,20,1397
137,12,1,14,52,11,20,4,14,10,13,10,54,4,20,0,2009,19,4,21,50,24,29,10,11,6,1,8,16,74,9,19,1287
139,17,1,19,69,24,29,7,10,7,13,14,72,8,9,0,2009,18,7,28,65,20,32,9,13,6,1,19,13,79,3,17,1373
144,15,1,17,63,24,24,7,13,9,15,13,64,5,14,0,2009,29,3,25,66,29,38,14,14,13,1,11,15,103,10,9,1112
136,12,6,23,60,19,21,4,23,16,13,23,62,4,10,0,2012,8,4,27,52,5,21,1,36,26,1,13,19,69,5,10,1172
138,13,2,19,58,23,23,5,8,5,17,12,56,5,13,0,2012,9,5,18,48,15,22,7,12,8,1,7,14,59,9,11,1307
143,12,7,28,49,21,14,5,12,11,8,15,44,8,15,0,2012,15,7,28,55,23,21,9,11,6,1,11,11,57,9,10,1277
145,17,3,26,48,20,24,8,18,12,6,15,68,4,14,0,2012,11,3,22,60,16,27,6,15,12,1,8,21,72,6,6,1196
136,7,0,15,41,16,17,6,10,8,5,18,48,8,27,0,2013,14,2,19,54,16,31,4,22,13,1,12,13,79,20,16,1299
138,4,4,17,40,12,19,5,21,13,7,19,56,0,20,0,2013,14,2,19,55,9,31,5,18,15,1,10,24,82,11,9,1161
144,12,3,23,61,14,27,5,17,10,12,22,69,7,12,0,2013,10,5,25,52,13,28,4,26,17,1,9,19,77,7,13,1332
146,11,2,20,52,16,19,4,28,21,11,23,63,4,12,0,2013,8,9,26,55,13,29,2,36,25,1,11,23,85,10,8,1181
152,13,1,22,54,20,22,6,24,18,14,20,68,5,11,0,2013,10,3,22,49,25,22,9,29,19,1,11,23,72,8,9,1455
154,12,2,19,48,18,25,8,25,18,8,15,76,3,12,0,2013,18,3,17,61,16,28,8,23,18,1,15,22,82,9,9,1276
136,11,5,24,51,5,23,3,21,15,7,27,64,8,15,0,2014,10,8,26,55,13,20,4,35,27,1,16,18,71,11,12,1264
138,10,0,21,53,15,21,0,16,9,9,19,51,9,18,0,2014,14,5,27,49,17,22,6,24,16,1,10,18,66,9,19,1387
137,10,2,20,52,14,24,5,2,2,9,10,55,5,14,0,2015,9,2,16,55,15,23,5,6,6,1,9,11,57,4,9,1414
139,9,1,17,46,19,18,6,13,11,8,20,53,2,10,0,2015,11,5,20,48,11,22,5,21,17,1,10,16,66,2,7,1320
144,10,3,25,60,20,23,9,14,10,11,19,65,3,7,0,2015,15,4,27,54,12,27,3,27,18,1,7,13,75,5,5,1301
139,13,2,19,54,25,28,11,4,4,8,21,71,8,14,0,2003,21,2,18,52,22,27,14,19,11,0,10,11,79,6,12,1139
137,18,1,13,63,32,25,10,13,10,13,23,70,7,10,0,2004,15,1,27,46,18,23,9,29,25,0,12,12,80,6,15,1462
152,10,4,19,54,20,21,6,12,9,7,13,57,5,5,0,2005,21,0,28,56,30,27,12,8,6,0,10,12,72,4,7,1228
138,5,7,22,45,18,20,5,31,24,8,28,69,3,14,0,2007,9,1,19,41,8,19,5,39,29,0,6,23,72,6,11,1401
145,15,5,14,55,19,29,6,16,9,13,19,73,7,19,0,2008,16,0,18,58,11,31,3,21,18,0,15,17,83,9,14,1314
146,12,5,18,47,16,18,6,18,10,11,15,52,7,12,0,2009,19,1,24,52,16,24,8,11,8,0,13,22,64,7,12,1277
137,13,1,22,60,19,26,5,9,5,15,19,62,9,15,0,2010,17,3,21,51,15,26,8,22,17,0,7,14,77,8,14,1143
136,14,7,23,48,25,22,10,16,7,6,18,61,14,16,0,2011,11,1,24,57,19,21,9,18,11,0,17,13,62,12,18,1287
152,7,4,21,69,11,24,4,13,9,19,16,61,5,12,0,2012,9,7,27,49,7,28,2,20,11,0,6,14,69,7,14,1246
144,11,3,18,53,15,26,4,23,13,11,24,69,6,10,0,2014,8,2,22,55,14,24,4,27,22,0,15,19,74,5,12,1246
146,10,6,26,64,11,23,4,29,20,15,16,70,6,9,1,2015,20,7,31,60,23,26,9,20,15,0,10,22,76,5,12,1277
136,9,8,19,54,14,19,4,22,17,5,24,59,6,12,0,2012,11,8,33,58,14,26,5,26,21,0,16,19,78,6,18,1326
136,6,3,16,61,18,23,3,25,15,13,19,64,10,15,0,2006,16,11,30,51,10,27,5,27,21,1,9,17,80,8,18,1233
138,9,3,26,53,13,22,6,12,7,10,22,57,7,17,0,2006,5,6,23,54,12,19,2,23,18,1,12,12,58,4,13,1401
143,12,5,27,65,26,18,5,16,13,17,18,54,9,16,0,2006,14,9,29,61,7,24,2,23,12,1,16,16,62,7,15,1181
145,14,7,31,69,29,21,10,11,8,14,16,60,7,12,1,2006,18,7,33,66,18,28,3,16,11,1,9,13,70,8,10,1400
136,12,1,21,52,23,22,8,26,19,13,20,71,3,15,0,2009,14,8,21,55,14,27,6,21,15,1,9,20,75,11,11,1139
137,7,3,18,60,26,20,6,17,10,17,13,56,7,16,0,2003,7,1,25,52,16,27,9,19,17,0,8,18,80,9,19,1345
136,10,5,26,64,31,23,6,22,16,16,26,68,6,21,0,2005,15,2,24,59,16,27,7,36,21,0,11,23,82,8,15,1412
152,4,7,19,50,6,16,0,28,13,14,18,45,9,15,0,2006,10,5,27,51,18,21,5,17,12,0,15,24,59,10,17,1417
138,12,4,17,64,22,29,9,6,3,16,16,70,5,15,0,2009,13,5,21,59,13,32,6,18,14,0,11,9,84,11,10,1314
136,14,6,28,60,15,24,5,22,12,13,10,65,5,8,0,2015,11,2,28,66,24,28,5,7,5,0,11,15,66,2,11,1301
136,4,4,22,45,13,21,3,22,15,4,18,60,4,14,0,2004,10,4,23,60,15,26,6,21,17,1,13,21,75,8,10,1196
137,16,2,14,61,21,22,6,18,15,14,14,65,9,11,0,2003,16,9,28,52,11,30,4,15,12,0,11,17,76,5,18,1393
138,15,3,24,63,20,29,7,20,15,8,23,80,5,8,0,2004,15,2,29,57,20,29,8,24,18,0,8,18,84,5,10,1448
136,11,5,24,51,5,23,3,21,15,7,27,64,8,15,0,2014,10,8,26,55,13,20,4,35,27,0,16,18,71,11,12,1257
134,15,3,29,62,25,23,6,21,12,12,25,64,5,17,0,2015,20,3,31,53,7,26,3,34,19,0,6,19,74,6,14,1214
136,14,1,20,54,15,24,5,25,15,14,20,68,4,9,0,2003,14,3,20,51,16,22,9,23,19,1,11,23,72,4,10,1221
138,19,4,20,72,36,31,15,19,15,18,17,92,4,12,1,2003,18,0,25,62,18,35,12,20,19,1,8,20,101,6,12,1281
143,18,4,20,55,14,29,4,15,12,10,19,74,6,12,0,2003,16,3,18,54,12,28,6,22,15,1,10,18,77,7,10,1338
145,14,2,16,64,16,25,4,24,15,20,19,69,10,11,0,2003,21,6,26,55,19,31,10,15,11,1,10,22,83,6,15,1246
136,13,5,17,48,20,23,8,17,12,9,22,66,4,12,0,2008,10,3,19,52,13,23,5,29,23,1,15,18,74,5,7,1246
137,11,3,19,53,23,22,7,8,6,7,21,57,2,9,0,2009,7,2,22,47,19,17,5,23,19,1,10,14,58,4,9,1429
137,11,2,19,51,13,21,2,15,11,11,19,55,3,15,0,2011,13,2,21,45,12,24,5,19,13,1,5,18,66,6,15,1462
139,11,2,20,47,15,26,5,7,5,4,21,62,7,18,0,2011,15,1,18,51,11,21,5,23,19,1,12,13,66,11,14,1393
136,16,6,25,61,19,23,7,22,15,9,22,68,8,17,0,2012,19,3,32,66,20,30,9,26,19,1,16,20,88,7,16,1140
138,7,4,30,64,21,20,4,10,9,13,18,53,6,16,0,2012,11,4,31,55,15,21,4,21,16,1,5,11,62,7,12,1293
136,12,4,22,46,17,19,6,22,14,7,17,58,2,11,0,2013,5,4,24,58,15,20,4,19,15,1,17,20,59,5,9,1172
138,13,8,21,56,24,24,11,19,13,12,20,72,7,15,0,2013,9,4,21,54,12,23,5,27,23,1,14,17,74,9,15,1139
143,12,3,16,63,26,22,8,12,9,15,15,61,3,8,0,2013,14,3,26,50,6,27,3,19,14,1,10,11,71,3,11,1274
152,7,3,18,74,16,23,3,18,12,21,17,61,7,11,0,2003,22,5,33,71,19,38,8,17,10,0,19,15,94,8,12,1242
136,13,4,15,61,22,32,7,19,14,13,22,85,9,12,0,2006,15,3,16,55,23,28,12,31,22,0,16,17,90,4,14,1104
136,7,4,17,47,29,15,10,15,9,12,19,49,6,15,0,2007,17,3,24,41,10,22,4,15,13,0,4,18,61,6,15,1277
138,15,3,28,73,30,31,10,12,9,17,24,81,3,9,1,2008,23,4,27,60,14,28,7,28,19,0,11,14,82,4,8,1390
139,8,0,25,60,14,23,5,33,28,16,17,79,4,12,0,2009,14,4,20,64,22,31,7,20,14,0,10,23,83,6,7,1281
136,16,1,17,51,19,27,12,15,12,5,17,78,8,13,0,2010,21,6,21,55,14,30,9,16,11,0,7,15,80,4,12,1449
144,8,8,24,63,16,23,2,20,15,18,17,63,4,18,0,2011,15,8,26,74,16,31,5,21,14,0,22,16,81,11,7,1314
143,11,3,26,65,21,20,6,18,12,15,17,58,8,9,0,2012,15,9,32,59,27,24,7,15,13,0,10,15,68,5,11,1196
145,10,6,25,53,25,12,3,16,12,19,16,39,5,13,0,2013,8,8,26,50,17,19,5,19,12,0,11,11,55,9,6,1393
137,16,1,19,55,29,20,13,26,20,10,19,73,7,8,0,2003,17,3,27,54,19,27,10,15,11,1,8,20,75,3,13,1423
139,12,0,20,57,18,20,7,24,17,8,16,64,2,7,0,2003,19,6,32,58,13,30,3,17,14,1,7,21,77,2,8,1462
136,13,2,20,56,17,29,5,24,20,9,25,83,2,14,0,2004,17,6,21,59,18,29,8,31,20,1,16,20,86,7,14,1431
136,17,2,22,70,37,24,10,14,12,13,17,70,13,17,0,2007,19,4,35,68,17,31,6,19,14,1,19,15,82,8,22,1172
136,12,2,21,59,24,25,7,19,14,14,22,71,2,14,0,2009,18,1,20,63,16,31,6,24,16,1,16,17,84,5,9,1143
137,7,1,20,60,20,25,7,32,20,9,19,77,6,6,0,2010,18,4,33,68,17,32,4,25,21,1,17,20,89,2,10,1222
137,12,1,20,56,27,20,12,18,10,11,19,62,5,9,0,2015,9,5,30,40,21,19,9,24,18,1,4,19,65,5,11,1434
137,8,2,17,59,29,24,10,17,16,11,19,74,5,11,0,2016,10,3,23,45,23,23,9,27,24,1,6,17,79,5,13,1355
139,13,1,26,70,19,23,4,15,10,16,22,60,2,9,0,2016,8,7,33,48,18,22,1,31,28,1,3,18,73,5,11,1218
144,8,4,24,54,16,20,2,18,16,9,15,58,12,15,0,2003,10,3,26,56,17,22,6,12,10,0,11,20,60,8,18,1277
138,13,6,28,52,12,20,3,38,27,12,26,70,5,17,0,2004,11,5,26,55,12,22,4,38,24,0,12,25,72,7,12,1393
138,13,8,23,49,11,23,6,15,7,14,13,59,4,17,0,2007,14,0,15,52,26,23,12,6,4,0,8,15,62,10,12,1139
138,9,3,16,62,14,27,5,19,11,11,17,70,8,7,0,2009,21,3,27,53,19,31,10,22,17,0,8,17,89,6,13,1272
139,20,0,14,66,19,29,9,20,16,10,14,83,8,6,0,2010,18,5,29,58,18,32,10,14,11,0,13,19,85,3,19,1277
139,7,7,24,44,19,21,8,13,9,8,19,59,4,23,0,2015,11,1,18,60,19,24,7,19,14,0,14,20,69,15,10,1452
143,9,7,22,55,25,22,5,20,14,6,23,63,7,9,0,2016,14,1,30,62,9,29,3,21,18,0,13,20,79,5,11,1242
137,12,1,19,66,11,28,3,11,8,14,21,67,8,13,0,2014,16,3,27,56,14,30,2,31,24,0,10,13,86,8,12,1397
137,9,4,21,42,13,15,2,16,11,4,14,43,5,12,0,2004,16,4,22,59,27,23,9,7,4,1,14,15,59,3,9,1376
137,14,4,17,53,15,28,7,20,15,7,17,78,4,13,0,2006,16,2,21,61,22,37,11,16,9,1,12,21,94,10,13,1331
139,8,0,22,41,12,15,2,29,24,11,20,56,4,19,0,2006,15,2,18,48,16,23,7,26,19,1,7,20,72,10,9,1137
143,6,3,21,60,16,20,5,27,19,14,18,64,4,17,0,2006,11,7,30,60,15,31,6,18,12,1,11,18,80,10,13,1133
137,12,5,23,53,10,19,4,22,16,11,25,58,6,19,0,2007,12,8,25,62,16,25,4,27,19,1,20,19,73,6,16,1317
139,16,5,20,57,21,21,5,17,15,10,22,62,5,14,0,2007,10,5,24,59,17,23,6,34,26,1,16,16,78,7,10,1305
143,14,0,24,59,10,28,3,10,5,12,20,64,4,8,0,2007,8,6,20,54,17,23,5,21,14,1,11,15,65,2,8,1401
137,16,3,17,55,13,24,4,21,11,12,23,63,5,14,0,2008,18,5,23,54,20,28,9,35,22,1,16,18,87,7,12,1426
139,9,7,26,60,19,26,8,20,14,11,23,74,2,8,0,2008,19,11,26,63,16,28,6,32,15,1,19,16,77,3,5,1280
144,18,3,17,59,18,29,5,17,11,11,28,74,2,12,0,2008,13,7,22,59,13,31,4,35,26,1,17,16,92,9,9,1277
146,13,4,23,69,28,25,9,9,8,13,25,67,5,8,0,2008,18,5,32,52,11,26,3,36,30,1,7,13,85,4,7,1400
152,8,4,24,64,13,24,4,13,11,12,17,63,6,12,0,2008,10,6,28,64,12,27,4,23,20,1,15,14,78,7,9,1417
136,10,2,22,54,18,24,7,20,15,10,18,70,8,17,0,2009,19,3,23,59,28,29,11,21,12,1,12,16,81,14,14,1169
138,9,3,16,62,14,27,5,19,11,11,17,70,8,7,0,2009,21,3,27,53,19,31,10,22,17,1,8,17,89,6,13,1268
136,9,0,24,58,15,19,3,14,11,15,19,52,4,13,0,2013,12,12,25,49,15,20,5,18,9,1,10,18,54,9,15,1388
137,8,2,17,56,12,25,2,24,14,16,16,66,9,10,0,2014,19,4,21,55,22,27,6,16,11,1,15,20,71,8,12,1203
136,11,5,22,69,28,25,7,21,14,20,18,71,2,12,0,2003,18,4,27,59,14,31,6,22,16,0,10,19,84,7,9,1113
139,9,3,11,50,17,20,6,14,7,11,15,53,6,12,0,2004,18,1,20,47,12,28,5,17,9,0,14,16,70,8,17,1329
145,5,1,25,54,17,17,2,15,9,16,29,45,8,18,0,2006,7,2,23,40,8,14,2,39,20,0,13,14,50,4,17,1417
145,10,3,20,65,22,26,10,20,14,15,29,76,5,11,0,2007,9,2,25,51,17,26,5,41,35,0,9,15,92,8,8,1326
154,14,3,17,62,22,25,6,19,12,11,17,68,11,13,1,2008,14,1,30,55,12,29,3,15,14,0,9,18,75,11,17,1242
143,16,6,25,69,15,35,3,32,18,15,25,91,8,14,0,2009,17,3,25,62,16,33,6,45,30,0,12,24,102,9,12,1281
137,16,1,23,53,15,26,6,24,17,10,24,75,7,15,0,2011,11,2,21,50,19,23,5,31,26,0,8,21,77,8,14,1112
137,4,3,19,54,15,21,2,17,10,10,17,54,8,11,0,2012,7,1,26,46,13,21,5,18,14,0,8,12,61,6,17,1387
